ID,Best Cluster
A_PuertoRico_8_1934_PA_138_180,10
A_PuertoRico_8_1934_PA_138_1937,10
A_PuertoRico_8_1934_PA_138_1948,10
A_PuertoRico_8_1934_PA_138_1951,10
A_PuertoRico_8_1934_PA_138_1967,8
A_PuertoRico_8_1934_PA_138_1984,10
A_PuertoRico_8_1934_PA_138_1987,15
A_PuertoRico_8_1934_PA_138_1990,10
A_PuertoRico_8_1934_PA_138_2011,2
A_PuertoRico_8_1934_PA_138_2014,2
A_PuertoRico_8_1934_PA_138_2017,0
A_PuertoRico_8_1934_PA_138_2042,16
A_PuertoRico_8_1934_PA_138_2063,9
A_PuertoRico_8_1934_PA_138_208,13
A_PuertoRico_8_1934_PA_139_169,10
A_PuertoRico_8_1934_PA_139_1946,10
A_PuertoRico_8_1934_PA_139_1961,10
A_PuertoRico_8_1934_PA_139_1979,10
A_PuertoRico_8_1934_PA_139_1989,9
A_PuertoRico_8_1934_PA_139_1997,12
A_PuertoRico_8_1934_PA_139_2028,10
A_PuertoRico_8_1934_PA_139_2084,15
A_PuertoRico_8_1934_PA_140_1846,3
A_PuertoRico_8_1934_PA_140_1881,-1
A_PuertoRico_8_1934_PA_140_2087,15
A_PuertoRico_8_1934_PA_142_1951,4
A_PuertoRico_8_1934_PA_142_1978,10
A_PuertoRico_8_1934_PA_142_1990,5
A_PuertoRico_8_1934_PA_146_168,9
A_PuertoRico_8_1934_PA_146_172,0
A_PuertoRico_8_1934_PA_146_1974,10
A_PuertoRico_8_1934_PA_146_1978,11
A_PuertoRico_8_1934_PA_146_1986,11
A_PuertoRico_8_1934_PA_146_1990,10
A_PuertoRico_8_1934_PA_146_2011,10
A_PuertoRico_8_1934_PA_146_2027,5
A_PuertoRico_8_1934_PA_149_183,7
A_PuertoRico_8_1934_PA_151_2076,13
A_PuertoRico_8_1934_PA_152_1911,8
A_PuertoRico_8_1934_PA_156_1868,3
A_PuertoRico_8_1934_PA_156_1990,10
A_PuertoRico_8_1934_PA_156_1992,15
A_PuertoRico_8_1934_PA_157_1961,11
A_PuertoRico_8_1934_PA_157_1973,-1
A_PuertoRico_8_1934_PA_157_1979,10
A_PuertoRico_8_1934_PA_157_2028,8
A_PuertoRico_8_1934_PA_158_1881,0
A_PuertoRico_8_1934_PA_158_1925,12
A_PuertoRico_8_1934_PA_159_1936,16
A_PuertoRico_8_1934_PA_159_1977,10
A_PuertoRico_8_1934_PA_161_1943,8
A_PuertoRico_8_1934_PA_162_2024,0
A_PuertoRico_8_1934_PA_163_1951,10
A_PuertoRico_8_1934_PA_163_1984,11
A_PuertoRico_8_1934_PA_163_2011,0
A_PuertoRico_8_1934_PA_164_1927,14
A_PuertoRico_8_1934_PA_164_1973,-1
A_PuertoRico_8_1934_PA_164_1989,10
A_PuertoRico_8_1934_PA_164_2026,-1
A_PuertoRico_8_1934_PA_165_1925,7
A_PuertoRico_8_1934_PA_165_1976,-1
A_PuertoRico_8_1934_PA_167_1951,1
A_PuertoRico_8_1934_PA_167_1967,10
A_PuertoRico_8_1934_PA_167_1986,10
A_PuertoRico_8_1934_PA_167_1990,10
A_PuertoRico_8_1934_PA_167_2011,8
A_PuertoRico_8_1934_PA_167_2042,3
A_PuertoRico_8_1934_PA_167_208,2
A_PuertoRico_8_1934_PA_168_1845,7
A_PuertoRico_8_1934_PA_168_1975,8
A_PuertoRico_8_1934_PA_168_2086,6
A_PuertoRico_8_1934_PA_169_1998,16
A_PuertoRico_8_1934_PA_170_1924,-1
A_PuertoRico_8_1934_PA_171_1945,10
A_PuertoRico_8_1934_PA_171_1964,5
A_PuertoRico_8_1934_PA_171_1974,3
A_PuertoRico_8_1934_PA_172_1949,10
A_PuertoRico_8_1934_PA_172_1968,11
A_PuertoRico_8_1934_PA_173_1992,10
A_PuertoRico_8_1934_PA_178_1924,14
A_PuertoRico_8_1934_PA_179_1879,16
A_PuertoRico_8_1934_PA_179_1951,9
A_PuertoRico_8_1934_PA_179_1960,10
A_PuertoRico_8_1934_PA_179_1974,4
A_PuertoRico_8_1934_PA_179_1978,3
A_PuertoRico_8_1934_PA_179_1986,11
A_PuertoRico_8_1934_PA_179_1990,10
A_PuertoRico_8_1934_PA_179_2002,10
A_PuertoRico_8_1934_PA_180_1985,10
A_PuertoRico_8_1934_PA_182_1943,8
A_PuertoRico_8_1934_PA_184_1990,-1
A_PuertoRico_8_1934_PA_185_1923,8
A_PuertoRico_8_1934_PA_188_1851,5
A_PuertoRico_8_1934_PA_188_1903,9
A_PuertoRico_8_1934_PA_188_1952,8
A_PuertoRico_8_1934_PA_188_1987,-1
A_PuertoRico_8_1934_PA_190_1925,12
A_PuertoRico_8_1934_PA_194_2042,15
A_PuertoRico_8_1934_PA_1959_1990,12
A_PuertoRico_8_1934_PA_195_1869,8
A_PuertoRico_8_1934_PA_195_1952,3
A_PuertoRico_8_1934_PA_197_1995,-1
A_PuertoRico_8_1934_PA_2019_2054,12
A_PuertoRico_8_1934_PA_2026_2048,0
A_PuertoRico_8_1934_PA_2026_2063,10
A_PuertoRico_8_1934_PA_2041_2063,10
A_PuertoRico_8_1934_PA_204_1945,8
A_PuertoRico_8_1934_PA_204_1990,8
A_PuertoRico_8_1934_PA_205_1952,9
A_PuertoRico_8_1934_PA_206_1924,-1
A_PuertoRico_8_1934_PA_206_232,7
A_PuertoRico_8_1934_PA_207_1844,8
A_PuertoRico_8_1934_PA_207_1873,7
A_PuertoRico_8_1934_PA_207_1879,15
A_PuertoRico_8_1934_PA_207_1916,8
A_PuertoRico_8_1934_PA_207_1937,10
A_PuertoRico_8_1934_PA_207_1945,10
A_PuertoRico_8_1934_PA_207_1948,10
A_PuertoRico_8_1934_PA_207_1960,10
A_PuertoRico_8_1934_PA_207_1990,10
A_PuertoRico_8_1934_PA_207_2063,10
A_PuertoRico_8_1934_PA_207_248,14
A_PuertoRico_8_1934_PA_208_1916,12
A_PuertoRico_8_1934_PA_208_1952,13
A_PuertoRico_8_1934_PA_208_2012,4
A_PuertoRico_8_1934_PA_211_263,11
A_PuertoRico_8_1934_PA_212_1924,9
A_PuertoRico_8_1934_PA_213_1945,2
A_PuertoRico_8_1934_PA_213_1951,12
A_PuertoRico_8_1934_PA_213_1960,12
A_PuertoRico_8_1934_PA_213_259,0
A_PuertoRico_8_1934_PA_215_250,2
A_PuertoRico_8_1934_PA_216_1876,12
A_PuertoRico_8_1934_PA_216_1993,2
A_PuertoRico_8_1934_PA_221_1882,5
A_PuertoRico_8_1934_PA_221_1890,-1
A_PuertoRico_8_1934_PA_221_1926,9
A_PuertoRico_8_1934_PA_221_2076,8
A_PuertoRico_8_1934_PA_228_1960,10
A_PuertoRico_8_1934_PA_232_1925,7
A_PuertoRico_8_1934_PA_234_1836,12
A_PuertoRico_8_1934_PA_234_1879,5
A_PuertoRico_8_1934_PA_234_1937,8
A_PuertoRico_8_1934_PA_234_1948,4
A_PuertoRico_8_1934_PA_234_1951,10
A_PuertoRico_8_1934_PA_234_1990,10
A_PuertoRico_8_1934_PA_234_2002,12
A_PuertoRico_8_1934_PA_234_259,5
A_PuertoRico_8_1934_PA_234_302,2
A_PuertoRico_8_1934_PA_239_1944,-1
A_PuertoRico_8_1934_PA_240_1925,0
A_PuertoRico_8_1934_PA_240_1935,12
A_PuertoRico_8_1934_PA_241_1863,5
A_PuertoRico_8_1934_PA_241_2070,4
A_PuertoRico_8_1934_PA_244_1818,8
A_PuertoRico_8_1934_PA_245_1873,2
A_PuertoRico_8_1934_PA_245_1948,11
A_PuertoRico_8_1934_PA_245_1960,3
A_PuertoRico_8_1934_PA_245_1974,7
A_PuertoRico_8_1934_PA_245_1990,3
A_PuertoRico_8_1934_PA_245_2092,11
A_PuertoRico_8_1934_PA_247_1945,0
A_PuertoRico_8_1934_PA_247_2011,8
A_PuertoRico_8_1934_PA_248_1938,11
A_PuertoRico_8_1934_PA_248_1968,15
A_PuertoRico_8_1934_PA_249_1875,5
A_PuertoRico_8_1934_PA_258_1844,8
A_PuertoRico_8_1934_PA_258_1879,10
A_PuertoRico_8_1934_PA_258_1922,16
A_PuertoRico_8_1934_PA_258_1948,13
A_PuertoRico_8_1934_PA_258_1967,8
A_PuertoRico_8_1934_PA_258_1974,3
A_PuertoRico_8_1934_PA_258_1990,15
A_PuertoRico_8_1934_PA_258_2063,11
A_PuertoRico_8_1934_PA_258_317,16
A_PuertoRico_8_1934_PA_259_1833,15
A_PuertoRico_8_1934_PA_259_1929,-1
A_PuertoRico_8_1934_PA_259_2012,16
A_PuertoRico_8_1934_PA_259_299,-1
A_PuertoRico_8_1934_PA_268_1844,4
A_PuertoRico_8_1934_PA_268_1869,16
A_PuertoRico_8_1934_PA_269_1509,2
A_PuertoRico_8_1934_PA_269_1930,16
A_PuertoRico_8_1934_PA_277_1886,16
A_PuertoRico_8_1934_PA_283_2044,6
A_PuertoRico_8_1934_PA_285_1884,16
A_PuertoRico_8_1934_PA_292_320,16
A_PuertoRico_8_1934_PA_293_1813,12
A_PuertoRico_8_1934_PA_293_1819,2
A_PuertoRico_8_1934_PA_293_1845,8
A_PuertoRico_8_1934_PA_294_1797,0
A_PuertoRico_8_1934_PA_294_1808,4
A_PuertoRico_8_1934_PA_294_1844,10
A_PuertoRico_8_1934_PA_294_1866,2
A_PuertoRico_8_1934_PA_294_1868,-1
A_PuertoRico_8_1934_PA_294_1886,9
A_PuertoRico_8_1934_PA_294_2063,15
A_PuertoRico_8_1934_PA_294_317,3
A_PuertoRico_8_1934_PA_295_1864,8
A_PuertoRico_8_1934_PA_295_2013,-1
A_PuertoRico_8_1934_PA_295_372,10
A_PuertoRico_8_1934_PA_297_1844,3
A_PuertoRico_8_1934_PA_297_1974,14
A_PuertoRico_8_1934_PA_299_1799,7
A_PuertoRico_8_1934_PA_299_1834,-1
A_PuertoRico_8_1934_PA_299_1852,1
A_PuertoRico_8_1934_PA_301_1745,1
A_PuertoRico_8_1934_PA_301_1797,1
A_PuertoRico_8_1934_PA_301_1832,15
A_PuertoRico_8_1934_PA_301_1879,7
A_PuertoRico_8_1934_PA_301_2027,2
A_PuertoRico_8_1934_PA_304_1915,13
A_PuertoRico_8_1934_PA_305_1880,8
A_PuertoRico_8_1934_PA_316_1808,3
A_PuertoRico_8_1934_PA_316_1844,-1
A_PuertoRico_8_1934_PA_342_1745,8
A_PuertoRico_8_1934_PA_342_1844,5
A_PuertoRico_8_1934_PA_342_1873,7
A_PuertoRico_8_1934_PA_347_1875,16
A_PuertoRico_8_1934_PA_351_1814,-1
A_PuertoRico_8_1934_PA_352_1830,12
A_PuertoRico_8_1934_PA_353_1738,16
A_PuertoRico_8_1934_PA_356_1847,-1
A_PuertoRico_8_1934_PA_358_1845,12
A_PuertoRico_8_1934_PA_370_1745,2
A_PuertoRico_8_1934_PA_382_1745,1
A_PuertoRico_8_1934_PA_390_1808,15
A_PuertoRico_8_1934_PA_410_1749,12
A_PuertoRico_8_1934_PA_411_1745,2
A_PuertoRico_8_1934_PA_413_1716,12
A_PuertoRico_8_1934_PA_413_1745,5
A_PuertoRico_8_1934_PA_437_1749,5
A_PuertoRico_8_1934_PA_453_1745,-1
A_PuertoRico_8_1934_PA_453_1808,16
A_PuertoRico_8_1934_PA_463_1631,-1
A_PuertoRico_8_1934_PA_464_1809,0
A_PuertoRico_8_1934_PA_506_1745,8
A_PuertoRico_8_1934_PA_559_1632,-1
A_PuertoRico_8_1934_PA_560_1560,12
A_PuertoRico_8_1934_PA_561_1678,12
A_PuertoRico_8_1934_PA_84_123,0
A_PuertoRico_8_1934_PA_84_139,-1
A_PuertoRico_8_1934_PA_84_1990,1
A_PuertoRico_8_1934_PA_84_2042,5
A_PuertoRico_8_1934_PA_84_2063,11
A_PuertoRico_8_1934_PA_85_126,11
A_PuertoRico_8_1934_PA_85_2012,4
A_PuertoRico_8_1934_PA_86_2026,16
A_PuertoRico_8_1934_PA_87_2060,16
A_PuertoRico_8_1934_PA_905_2100,6
A_PuertoRico_8_1934_PA_90_112,8
A_PuertoRico_8_1934_PA_95_195,1
A_PuertoRico_8_1934_PB1_112_2113,8
A_PuertoRico_8_1934_PB1_113_2110,1
A_PuertoRico_8_1934_PB1_113_2129,10
A_PuertoRico_8_1934_PB1_113_2141,-1
A_PuertoRico_8_1934_PB1_113_2149,6
A_PuertoRico_8_1934_PB1_113_2158,15
A_PuertoRico_8_1934_PB1_113_2165,10
A_PuertoRico_8_1934_PB1_113_2177,-1
A_PuertoRico_8_1934_PB1_114_150,10
A_PuertoRico_8_1934_PB1_114_2204,6
A_PuertoRico_8_1934_PB1_115_138,15
A_PuertoRico_8_1934_PB1_115_140,8
A_PuertoRico_8_1934_PB1_115_2056,10
A_PuertoRico_8_1934_PB1_115_2165,-1
A_PuertoRico_8_1934_PB1_116_2142,6
A_PuertoRico_8_1934_PB1_120_1927,-1
A_PuertoRico_8_1934_PB1_120_2159,-1
A_PuertoRico_8_1934_PB1_122_2168,-1
A_PuertoRico_8_1934_PB1_1234_2211,6
A_PuertoRico_8_1934_PB1_125_150,3
A_PuertoRico_8_1934_PB1_126_2110,10
A_PuertoRico_8_1934_PB1_126_2158,10
A_PuertoRico_8_1934_PB1_126_2165,11
A_PuertoRico_8_1934_PB1_126_2177,6
A_PuertoRico_8_1934_PB1_127_2130,10
A_PuertoRico_8_1934_PB1_132_2085,14
A_PuertoRico_8_1934_PB1_132_2158,-1
A_PuertoRico_8_1934_PB1_133_2130,10
A_PuertoRico_8_1934_PB1_133_2142,8
A_PuertoRico_8_1934_PB1_136_2080,7
A_PuertoRico_8_1934_PB1_136_2113,15
A_PuertoRico_8_1934_PB1_137_2085,10
A_PuertoRico_8_1934_PB1_137_2094,-1
A_PuertoRico_8_1934_PB1_137_2110,10
A_PuertoRico_8_1934_PB1_137_2129,10
A_PuertoRico_8_1934_PB1_137_2141,10
A_PuertoRico_8_1934_PB1_137_2158,10
A_PuertoRico_8_1934_PB1_137_2165,10
A_PuertoRico_8_1934_PB1_137_2177,10
A_PuertoRico_8_1934_PB1_138_2092,10
A_PuertoRico_8_1934_PB1_138_2147,16
A_PuertoRico_8_1934_PB1_139_1988,14
A_PuertoRico_8_1934_PB1_139_2056,10
A_PuertoRico_8_1934_PB1_139_2129,10
A_PuertoRico_8_1934_PB1_139_2141,10
A_PuertoRico_8_1934_PB1_144_2081,16
A_PuertoRico_8_1934_PB1_144_2114,-1
A_PuertoRico_8_1934_PB1_145_2168,4
A_PuertoRico_8_1934_PB1_148_2094,12
A_PuertoRico_8_1934_PB1_148_2110,10
A_PuertoRico_8_1934_PB1_148_2129,10
A_PuertoRico_8_1934_PB1_148_2141,11
A_PuertoRico_8_1934_PB1_148_2158,10
A_PuertoRico_8_1934_PB1_149_2055,10
A_PuertoRico_8_1934_PB1_149_2092,10
A_PuertoRico_8_1934_PB1_149_2140,10
A_PuertoRico_8_1934_PB1_149_2204,15
A_PuertoRico_8_1934_PB1_155_2086,14
A_PuertoRico_8_1934_PB1_157_2110,5
A_PuertoRico_8_1934_PB1_158_2109,-1
A_PuertoRico_8_1934_PB1_158_2130,10
A_PuertoRico_8_1934_PB1_162_2094,10
A_PuertoRico_8_1934_PB1_162_2110,10
A_PuertoRico_8_1934_PB1_162_2129,10
A_PuertoRico_8_1934_PB1_162_2165,10
A_PuertoRico_8_1934_PB1_163_2072,10
A_PuertoRico_8_1934_PB1_164_2056,10
A_PuertoRico_8_1934_PB1_164_2085,7
A_PuertoRico_8_1934_PB1_164_2129,10
A_PuertoRico_8_1934_PB1_165_2166,10
A_PuertoRico_8_1934_PB1_167_200,8
A_PuertoRico_8_1934_PB1_167_2110,10
A_PuertoRico_8_1934_PB1_169_2080,16
A_PuertoRico_8_1934_PB1_170_2110,10
A_PuertoRico_8_1934_PB1_171_2092,6
A_PuertoRico_8_1934_PB1_179_2110,16
A_PuertoRico_8_1934_PB1_181_2089,12
A_PuertoRico_8_1934_PB1_1876_1899,12
A_PuertoRico_8_1934_PB1_187_2090,5
A_PuertoRico_8_1934_PB1_187_2109,15
A_PuertoRico_8_1934_PB1_187_2131,9
A_PuertoRico_8_1934_PB1_188_2081,10
A_PuertoRico_8_1934_PB1_188_2114,9
A_PuertoRico_8_1934_PB1_1896_1928,10
A_PuertoRico_8_1934_PB1_190_2115,1
A_PuertoRico_8_1934_PB1_191_2113,3
A_PuertoRico_8_1934_PB1_192_1988,10
A_PuertoRico_8_1934_PB1_192_2037,9
A_PuertoRico_8_1934_PB1_192_2079,-1
A_PuertoRico_8_1934_PB1_192_2091,10
A_PuertoRico_8_1934_PB1_192_2129,2
A_PuertoRico_8_1934_PB1_193_2057,10
A_PuertoRico_8_1934_PB1_193_2062,10
A_PuertoRico_8_1934_PB1_193_2086,11
A_PuertoRico_8_1934_PB1_193_2110,11
A_PuertoRico_8_1934_PB1_194_2005,-1
A_PuertoRico_8_1934_PB1_194_2113,-1
A_PuertoRico_8_1934_PB1_1953_2008,12
A_PuertoRico_8_1934_PB1_195_1988,7
A_PuertoRico_8_1934_PB1_195_1995,10
A_PuertoRico_8_1934_PB1_195_2037,10
A_PuertoRico_8_1934_PB1_195_2045,8
A_PuertoRico_8_1934_PB1_195_2054,10
A_PuertoRico_8_1934_PB1_195_2071,10
A_PuertoRico_8_1934_PB1_195_2091,10
A_PuertoRico_8_1934_PB1_195_2110,10
A_PuertoRico_8_1934_PB1_195_2129,8
A_PuertoRico_8_1934_PB1_195_2165,10
A_PuertoRico_8_1934_PB1_195_2177,11
A_PuertoRico_8_1934_PB1_196_1950,15
A_PuertoRico_8_1934_PB1_196_2057,10
A_PuertoRico_8_1934_PB1_197_2037,16
A_PuertoRico_8_1934_PB1_197_2063,10
A_PuertoRico_8_1934_PB1_197_2087,9
A_PuertoRico_8_1934_PB1_198_2080,8
A_PuertoRico_8_1934_PB1_198_2102,2
A_PuertoRico_8_1934_PB1_1994_2016,15
A_PuertoRico_8_1934_PB1_199_1897,-1
A_PuertoRico_8_1934_PB1_199_1971,15
A_PuertoRico_8_1934_PB1_199_1982,12
A_PuertoRico_8_1934_PB1_199_1988,10
A_PuertoRico_8_1934_PB1_199_2056,10
A_PuertoRico_8_1934_PB1_199_2085,10
A_PuertoRico_8_1934_PB1_199_2094,8
A_PuertoRico_8_1934_PB1_199_2110,10
A_PuertoRico_8_1934_PB1_199_2129,10
A_PuertoRico_8_1934_PB1_200_2055,4
A_PuertoRico_8_1934_PB1_200_2072,10
A_PuertoRico_8_1934_PB1_201_2093,10
A_PuertoRico_8_1934_PB1_203_2110,1
A_PuertoRico_8_1934_PB1_2053_2110,10
A_PuertoRico_8_1934_PB1_2054_2092,10
A_PuertoRico_8_1934_PB1_205_2110,11
A_PuertoRico_8_1934_PB1_2070_2110,1
A_PuertoRico_8_1934_PB1_207_2109,11
A_PuertoRico_8_1934_PB1_2084_2110,10
A_PuertoRico_8_1934_PB1_2087_2109,10
A_PuertoRico_8_1934_PB1_208_2103,5
A_PuertoRico_8_1934_PB1_208_2114,3
A_PuertoRico_8_1934_PB1_2090_2129,10
A_PuertoRico_8_1934_PB1_2109_2132,11
A_PuertoRico_8_1934_PB1_2109_2139,10
A_PuertoRico_8_1934_PB1_210_2054,9
A_PuertoRico_8_1934_PB1_2110_2166,10
A_PuertoRico_8_1934_PB1_2128_2158,8
A_PuertoRico_8_1934_PB1_213_1995,15
A_PuertoRico_8_1934_PB1_213_2045,10
A_PuertoRico_8_1934_PB1_213_2110,10
A_PuertoRico_8_1934_PB1_215_2093,11
A_PuertoRico_8_1934_PB1_2220_2257,15
A_PuertoRico_8_1934_PB1_2225_2260,15
A_PuertoRico_8_1934_PB1_2228_2256,5
A_PuertoRico_8_1934_PB1_2230_2259,10
A_PuertoRico_8_1934_PB1_223_2054,2
A_PuertoRico_8_1934_PB1_223_2071,10
A_PuertoRico_8_1934_PB1_223_2091,11
A_PuertoRico_8_1934_PB1_231_2090,14
A_PuertoRico_8_1934_PB1_231_2109,15
A_PuertoRico_8_1934_PB1_233_2115,-1
A_PuertoRico_8_1934_PB1_236_1874,16
A_PuertoRico_8_1934_PB1_241_2015,15
A_PuertoRico_8_1934_PB1_253_1995,7
A_PuertoRico_8_1934_PB1_253_2054,12
A_PuertoRico_8_1934_PB1_253_2071,-1
A_PuertoRico_8_1934_PB1_253_2110,5
A_PuertoRico_8_1934_PB1_254_2057,0
A_PuertoRico_8_1934_PB1_254_2062,1
A_PuertoRico_8_1934_PB1_255_2053,-1
A_PuertoRico_8_1934_PB1_255_2109,13
A_PuertoRico_8_1934_PB1_256_2000,5
A_PuertoRico_8_1934_PB1_258_1897,12
A_PuertoRico_8_1934_PB1_258_2116,13
A_PuertoRico_8_1934_PB1_259_2084,12
A_PuertoRico_8_1934_PB1_260_1972,13
A_PuertoRico_8_1934_PB1_261_1954,9
A_PuertoRico_8_1934_PB1_261_2054,7
A_PuertoRico_8_1934_PB1_261_2071,4
A_PuertoRico_8_1934_PB1_264_2059,0
A_PuertoRico_8_1934_PB1_268_1898,8
A_PuertoRico_8_1934_PB1_269_1969,15
A_PuertoRico_8_1934_PB1_269_2008,12
A_PuertoRico_8_1934_PB1_269_2014,10
A_PuertoRico_8_1934_PB1_269_2016,1
A_PuertoRico_8_1934_PB1_269_2054,13
A_PuertoRico_8_1934_PB1_269_2056,-1
A_PuertoRico_8_1934_PB1_270_1935,1
A_PuertoRico_8_1934_PB1_270_2046,7
A_PuertoRico_8_1934_PB1_270_2111,10
A_PuertoRico_8_1934_PB1_271_1960,8
A_PuertoRico_8_1934_PB1_271_1973,5
A_PuertoRico_8_1934_PB1_272_1900,7
A_PuertoRico_8_1934_PB1_273_1965,-1
A_PuertoRico_8_1934_PB1_277_2032,16
A_PuertoRico_8_1934_PB1_278_1898,2
A_PuertoRico_8_1934_PB1_279_1949,8
A_PuertoRico_8_1934_PB1_279_2054,-1
A_PuertoRico_8_1934_PB1_284_1973,4
A_PuertoRico_8_1934_PB1_284_2006,13
A_PuertoRico_8_1934_PB1_288_1982,16
A_PuertoRico_8_1934_PB1_288_2071,5
A_PuertoRico_8_1934_PB1_290_2112,10
A_PuertoRico_8_1934_PB1_321_1898,7
A_PuertoRico_8_1934_PB1_324_1857,3
A_PuertoRico_8_1934_PB1_325_1899,2
A_PuertoRico_8_1934_PB1_326_2023,9
A_PuertoRico_8_1934_PB1_328_1821,8
A_PuertoRico_8_1934_PB1_328_1829,8
A_PuertoRico_8_1934_PB1_328_1858,9
A_PuertoRico_8_1934_PB1_328_1906,10
A_PuertoRico_8_1934_PB1_328_2011,-1
A_PuertoRico_8_1934_PB1_328_2014,0
A_PuertoRico_8_1934_PB1_328_2056,12
A_PuertoRico_8_1934_PB1_329_1898,10
A_PuertoRico_8_1934_PB1_329_1989,0
A_PuertoRico_8_1934_PB1_331_2113,5
A_PuertoRico_8_1934_PB1_334_1899,2
A_PuertoRico_8_1934_PB1_334_2006,1
A_PuertoRico_8_1934_PB1_338_1897,8
A_PuertoRico_8_1934_PB1_345_1898,1
