index,ID,UMAP1,UMAP2,Cluster,centroid_x,centroid_y
56,A_PuertoRico_8_1934_HA_111_1545,9.053707,4.604136,1,9.178804194226759,4.919820999855275
57,A_PuertoRico_8_1934_HA_111_1547,9.540215,4.9171324,1,9.178804194226759,4.919820999855275
58,A_PuertoRico_8_1934_HA_111_1583,9.097002,3.9971986,1,9.178804194226759,4.919820999855275
59,A_PuertoRico_8_1934_HA_111_1593,9.00984,4.253356,1,9.178804194226759,4.919820999855275
60,A_PuertoRico_8_1934_HA_111_1594,3.0137284,5.1777596,9,3.126145773457114,5.004300438492666
61,A_PuertoRico_8_1934_HA_112_1498,9.05253,4.6833587,1,9.178804194226759,4.919820999855275
62,A_PuertoRico_8_1934_HA_112_1502,9.038977,4.5218277,1,9.178804194226759,4.919820999855275
63,A_PuertoRico_8_1934_HA_112_1512,8.883651,4.502313,1,9.178804194226759,4.919820999855275
64,A_PuertoRico_8_1934_HA_112_1561,8.789175,4.4441204,1,9.178804194226759,4.919820999855275
65,A_PuertoRico_8_1934_HA_112_1574,8.995082,4.5647306,1,9.178804194226759,4.919820999855275
66,A_PuertoRico_8_1934_HA_112_1575,8.869074,4.5414486,1,9.178804194226759,4.919820999855275
67,A_PuertoRico_8_1934_HA_112_1581,9.139834,4.8456197,1,9.178804194226759,4.919820999855275
68,A_PuertoRico_8_1934_HA_112_1583,9.0102825,4.524661,1,9.178804194226759,4.919820999855275
69,A_PuertoRico_8_1934_HA_113_1460,2.9669945,4.932778,9,3.126145773457114,5.004300438492666
70,A_PuertoRico_8_1934_HA_113_1504,2.942852,4.7796745,9,3.126145773457114,5.004300438492666
71,A_PuertoRico_8_1934_HA_113_1572,2.6786473,4.5334854,-1,,
72,A_PuertoRico_8_1934_HA_113_1645,5.9595265,5.5417013,-1,,
73,A_PuertoRico_8_1934_HA_114_1473,9.473842,4.674018,1,9.178804194226759,4.919820999855275
74,A_PuertoRico_8_1934_HA_114_1538,9.504397,4.6900887,1,9.178804194226759,4.919820999855275
75,A_PuertoRico_8_1934_HA_114_1547,9.5314455,4.722613,1,9.178804194226759,4.919820999855275
76,A_PuertoRico_8_1934_HA_114_1570,9.487674,4.754186,1,9.178804194226759,4.919820999855275
77,A_PuertoRico_8_1934_HA_114_1571,9.504645,4.7489634,1,9.178804194226759,4.919820999855275
78,A_PuertoRico_8_1934_HA_114_1577,9.539004,4.807931,1,9.178804194226759,4.919820999855275
79,A_PuertoRico_8_1934_HA_114_1581,9.334998,5.0247774,1,9.178804194226759,4.919820999855275
80,A_PuertoRico_8_1934_HA_114_1609,9.408779,4.7105618,1,9.178804194226759,4.919820999855275
81,A_PuertoRico_8_1934_HA_114_1613,9.489043,4.6068516,1,9.178804194226759,4.919820999855275
82,A_PuertoRico_8_1934_HA_114_1631,9.554712,4.6723676,1,9.178804194226759,4.919820999855275
83,A_PuertoRico_8_1934_HA_115_1441,5.9491487,7.383097,0,7.074709872433075,8.314571351389173
84,A_PuertoRico_8_1934_HA_115_1490,8.580291,4.256594,1,9.178804194226759,4.919820999855275
85,A_PuertoRico_8_1934_HA_115_1519,5.8008027,7.613738,0,7.074709872433075,8.314571351389173
86,A_PuertoRico_8_1934_HA_115_1561,8.55483,4.3173943,1,9.178804194226759,4.919820999855275
87,A_PuertoRico_8_1934_HA_115_1576,8.610249,4.4053297,1,9.178804194226759,4.919820999855275
88,A_PuertoRico_8_1934_HA_115_1636,8.5649805,4.359805,1,9.178804194226759,4.919820999855275
89,A_PuertoRico_8_1934_HA_116_1449,3.118709,5.0518565,9,3.126145773457114,5.004300438492666
90,A_PuertoRico_8_1934_HA_116_1481,3.1327271,4.9458995,9,3.126145773457114,5.004300438492666
91,A_PuertoRico_8_1934_HA_116_1488,3.3502455,5.0780826,9,3.126145773457114,5.004300438492666
92,A_PuertoRico_8_1934_HA_116_1500,3.104191,5.008155,9,3.126145773457114,5.004300438492666
93,A_PuertoRico_8_1934_HA_116_1504,3.1158342,4.9247084,9,3.126145773457114,5.004300438492666
94,A_PuertoRico_8_1934_HA_116_1524,3.1312466,5.0405126,9,3.126145773457114,5.004300438492666
95,A_PuertoRico_8_1934_HA_116_1546,3.3014498,5.157511,9,3.126145773457114,5.004300438492666
96,A_PuertoRico_8_1934_HA_116_1604,3.272698,5.108706,9,3.126145773457114,5.004300438492666
97,A_PuertoRico_8_1934_HA_117_1474,3.2917397,5.003305,9,3.126145773457114,5.004300438492666
98,A_PuertoRico_8_1934_HA_117_1477,1.5575387,4.526475,-1,,
99,A_PuertoRico_8_1934_HA_117_1537,3.4345999,5.0411515,9,3.126145773457114,5.004300438492666
100,A_PuertoRico_8_1934_HA_117_1546,3.4904716,5.1997395,9,3.126145773457114,5.004300438492666
101,A_PuertoRico_8_1934_HA_117_1565,3.330102,5.0505314,9,3.126145773457114,5.004300438492666
102,A_PuertoRico_8_1934_HA_117_1569,3.589949,5.085257,9,3.126145773457114,5.004300438492666
103,A_PuertoRico_8_1934_HA_1186_1681,9.414204,5.219833,1,9.178804194226759,4.919820999855275
104,A_PuertoRico_8_1934_HA_118_1482,3.3312058,5.0198135,9,3.126145773457114,5.004300438492666
105,A_PuertoRico_8_1934_HA_118_1533,2.9356997,4.85729,9,3.126145773457114,5.004300438492666
106,A_PuertoRico_8_1934_HA_118_1578,3.165361,4.5873094,9,3.126145773457114,5.004300438492666
107,A_PuertoRico_8_1934_HA_118_1584,3.2843845,4.471014,-1,,
108,A_PuertoRico_8_1934_HA_118_1645,5.9189363,5.538507,-1,,
109,A_PuertoRico_8_1934_HA_119_1484,9.342586,5.1396728,1,9.178804194226759,4.919820999855275
110,A_PuertoRico_8_1934_HA_119_1547,9.506176,5.010672,1,9.178804194226759,4.919820999855275
111,A_PuertoRico_8_1934_HA_119_1570,9.356932,5.0908823,1,9.178804194226759,4.919820999855275
112,A_PuertoRico_8_1934_HA_119_1631,9.343999,5.0691433,1,9.178804194226759,4.919820999855275
113,A_PuertoRico_8_1934_HA_119_1645,6.0321574,5.578343,-1,,
114,A_PuertoRico_8_1934_HA_119_1650,9.711145,5.2386417,1,9.178804194226759,4.919820999855275
115,A_PuertoRico_8_1934_HA_120_1455,8.885889,4.0488434,1,9.178804194226759,4.919820999855275
116,A_PuertoRico_8_1934_HA_120_1492,8.809796,4.1750436,1,9.178804194226759,4.919820999855275
117,A_PuertoRico_8_1934_HA_120_1531,8.940614,4.2412524,1,9.178804194226759,4.919820999855275
118,A_PuertoRico_8_1934_HA_120_1561,8.733553,4.1685433,1,9.178804194226759,4.919820999855275
119,A_PuertoRico_8_1934_HA_120_1587,8.816556,4.123807,1,9.178804194226759,4.919820999855275
120,A_PuertoRico_8_1934_HA_120_1603,8.758818,4.1995835,1,9.178804194226759,4.919820999855275
121,A_PuertoRico_8_1934_HA_121_1486,4.2201385,0.76772183,3,3.2712777104062303,0.9207669336729571
122,A_PuertoRico_8_1934_HA_121_1503,6.922653,2.2105389,-1,,
123,A_PuertoRico_8_1934_HA_122_1381,8.138286,4.742948,-1,,
124,A_PuertoRico_8_1934_HA_122_1446,8.00197,0.3522819,2,8.774298503727458,0.6506414382925336
125,A_PuertoRico_8_1934_HA_123_1491,6.9905143,1.1023897,2,8.774298503727458,0.6506414382925336
126,A_PuertoRico_8_1934_HA_123_1508,2.7111561,4.7785664,9,3.126145773457114,5.004300438492666
127,A_PuertoRico_8_1934_HA_123_1545,8.983964,4.530878,1,9.178804194226759,4.919820999855275
128,A_PuertoRico_8_1934_HA_124_1401,9.124634,5.010622,1,9.178804194226759,4.919820999855275
129,A_PuertoRico_8_1934_HA_124_1447,9.127463,4.878922,1,9.178804194226759,4.919820999855275
130,A_PuertoRico_8_1934_HA_124_1470,9.342061,5.323318,1,9.178804194226759,4.919820999855275
131,A_PuertoRico_8_1934_HA_124_1507,9.284347,4.8416104,1,9.178804194226759,4.919820999855275
132,A_PuertoRico_8_1934_HA_124_1547,9.429335,4.785882,1,9.178804194226759,4.919820999855275
133,A_PuertoRico_8_1934_HA_124_1580,9.022354,5.1795893,1,9.178804194226759,4.919820999855275
134,A_PuertoRico_8_1934_HA_124_1581,9.236615,4.9976196,1,9.178804194226759,4.919820999855275
135,A_PuertoRico_8_1934_HA_1253_1345,9.042509,4.8696775,1,9.178804194226759,4.919820999855275
136,A_PuertoRico_8_1934_HA_125_1648,3.0074372,4.4723,9,3.126145773457114,5.004300438492666
137,A_PuertoRico_8_1934_HA_126_1343,9.335693,4.730036,1,9.178804194226759,4.919820999855275
138,A_PuertoRico_8_1934_HA_126_1418,9.351659,4.8046174,1,9.178804194226759,4.919820999855275
139,A_PuertoRico_8_1934_HA_126_1476,9.228654,4.6696506,1,9.178804194226759,4.919820999855275
140,A_PuertoRico_8_1934_HA_126_1498,9.140056,4.706234,1,9.178804194226759,4.919820999855275
141,A_PuertoRico_8_1934_HA_126_1502,9.195929,4.664133,1,9.178804194226759,4.919820999855275
142,A_PuertoRico_8_1934_HA_126_1511,9.296364,4.814423,1,9.178804194226759,4.919820999855275
143,A_PuertoRico_8_1934_HA_126_1518,9.15809,4.9043922,1,9.178804194226759,4.919820999855275
144,A_PuertoRico_8_1934_HA_126_1532,9.425689,4.7459164,1,9.178804194226759,4.919820999855275
145,A_PuertoRico_8_1934_HA_126_1533,9.265991,4.774285,1,9.178804194226759,4.919820999855275
146,A_PuertoRico_8_1934_HA_126_1538,9.444405,4.743098,1,9.178804194226759,4.919820999855275
147,A_PuertoRico_8_1934_HA_126_1543,9.279133,4.7882295,1,9.178804194226759,4.919820999855275
148,A_PuertoRico_8_1934_HA_126_1544,9.239799,4.758757,1,9.178804194226759,4.919820999855275
149,A_PuertoRico_8_1934_HA_126_1547,9.469139,4.7270865,1,9.178804194226759,4.919820999855275
150,A_PuertoRico_8_1934_HA_126_1548,9.443311,4.706136,1,9.178804194226759,4.919820999855275
151,A_PuertoRico_8_1934_HA_126_1560,9.296575,4.8227067,1,9.178804194226759,4.919820999855275
152,A_PuertoRico_8_1934_HA_126_1567,9.332106,4.7610083,1,9.178804194226759,4.919820999855275
153,A_PuertoRico_8_1934_HA_126_1581,9.348813,4.9468455,1,9.178804194226759,4.919820999855275
154,A_PuertoRico_8_1934_HA_126_1602,9.288285,4.7837024,1,9.178804194226759,4.919820999855275
155,A_PuertoRico_8_1934_HA_126_1659,9.304144,4.7578244,1,9.178804194226759,4.919820999855275
156,A_PuertoRico_8_1934_HA_127_1485,3.3109846,4.682364,-1,,
157,A_PuertoRico_8_1934_HA_127_1543,8.801839,5.302241,1,9.178804194226759,4.919820999855275
158,A_PuertoRico_8_1934_HA_127_1591,8.878383,5.212256,1,9.178804194226759,4.919820999855275
159,A_PuertoRico_8_1934_HA_128_1529,3.304619,5.120272,9,3.126145773457114,5.004300438492666
160,A_PuertoRico_8_1934_HA_128_1549,3.17992,7.0425897,4,2.9078086142617785,7.076956683615895
161,A_PuertoRico_8_1934_HA_128_1631,3.240801,7.047982,4,2.9078086142617785,7.076956683615895
162,A_PuertoRico_8_1934_HA_128_1637,3.3370492,5.2162504,9,3.126145773457114,5.004300438492666
163,A_PuertoRico_8_1934_HA_129_1386,1.1861987,4.416493,-1,,
164,A_PuertoRico_8_1934_HA_129_1469,1.1569616,4.398462,-1,,
165,A_PuertoRico_8_1934_HA_129_1501,1.1735328,4.359856,-1,,
166,A_PuertoRico_8_1934_HA_129_1525,1.1531948,4.404934,-1,,
167,A_PuertoRico_8_1934_HA_129_1527,1.0895212,4.395074,-1,,
168,A_PuertoRico_8_1934_HA_129_1566,1.2683117,4.4161615,-1,,
169,A_PuertoRico_8_1934_HA_129_1586,1.1425774,4.398294,-1,,
170,A_PuertoRico_8_1934_HA_129_1653,1.1498727,4.42127,-1,,
171,A_PuertoRico_8_1934_HA_1304_1404,3.2000313,4.688284,9,3.126145773457114,5.004300438492666
172,A_PuertoRico_8_1934_HA_1305_1343,8.914525,5.497918,1,9.178804194226759,4.919820999855275
173,A_PuertoRico_8_1934_HA_130_1460,3.0090115,4.917474,9,3.126145773457114,5.004300438492666
174,A_PuertoRico_8_1934_HA_130_1492,2.9394326,4.9084697,9,3.126145773457114,5.004300438492666
175,A_PuertoRico_8_1934_HA_130_1515,2.9449794,4.8170524,9,3.126145773457114,5.004300438492666
176,A_PuertoRico_8_1934_HA_130_1576,2.976942,4.828562,9,3.126145773457114,5.004300438492666
177,A_PuertoRico_8_1934_HA_130_1628,2.9049554,4.5388703,9,3.126145773457114,5.004300438492666
178,A_PuertoRico_8_1934_HA_130_1648,2.9460661,4.4144483,-1,,
179,A_PuertoRico_8_1934_HA_1314_1337,0.8718925,5.065508,7,1.0936421169556032,5.333714964960784
180,A_PuertoRico_8_1934_HA_1317_1348,1.2932799,4.4876914,-1,,
181,A_PuertoRico_8_1934_HA_131_1445,3.7427604,5.2196116,-1,,
182,A_PuertoRico_8_1934_HA_131_1456,3.5992572,5.221431,9,3.126145773457114,5.004300438492666
183,A_PuertoRico_8_1934_HA_131_1457,3.7080472,5.3130155,9,3.126145773457114,5.004300438492666
184,A_PuertoRico_8_1934_HA_131_1483,3.7012403,5.3089075,9,3.126145773457114,5.004300438492666
185,A_PuertoRico_8_1934_HA_131_1517,3.6647024,5.313429,9,3.126145773457114,5.004300438492666
186,A_PuertoRico_8_1934_HA_131_1546,3.614868,5.272354,9,3.126145773457114,5.004300438492666
187,A_PuertoRico_8_1934_HA_131_1612,3.8044693,5.3369474,-1,,
188,A_PuertoRico_8_1934_HA_131_1615,3.6586878,5.402294,9,3.126145773457114,5.004300438492666
189,A_PuertoRico_8_1934_HA_132_1386,1.151078,3.9083707,-1,,
190,A_PuertoRico_8_1934_HA_132_1525,1.0528213,3.9672139,-1,,
191,A_PuertoRico_8_1934_HA_132_1529,2.8203435,4.7831893,9,3.126145773457114,5.004300438492666
192,A_PuertoRico_8_1934_HA_132_1648,2.8445358,4.4451723,-1,,
193,A_PuertoRico_8_1934_HA_132_180,1.1884991,3.82496,-1,,
194,A_PuertoRico_8_1934_HA_133_1344,9.318333,4.5417743,1,9.178804194226759,4.919820999855275
195,A_PuertoRico_8_1934_HA_133_1531,9.313312,4.500407,1,9.178804194226759,4.919820999855275
196,A_PuertoRico_8_1934_HA_133_1532,9.438668,4.78278,1,9.178804194226759,4.919820999855275
197,A_PuertoRico_8_1934_HA_133_1535,9.384577,4.5557284,1,9.178804194226759,4.919820999855275
198,A_PuertoRico_8_1934_HA_133_1547,9.41263,4.716978,1,9.178804194226759,4.919820999855275
199,A_PuertoRico_8_1934_HA_133_1560,9.342272,4.725765,1,9.178804194226759,4.919820999855275
200,A_PuertoRico_8_1934_HA_133_1630,9.351059,4.546248,1,9.178804194226759,4.919820999855275
201,A_PuertoRico_8_1934_HA_134_1503,6.748705,2.0062263,-1,,
202,A_PuertoRico_8_1934_HA_134_1508,2.7092144,4.750811,9,3.126145773457114,5.004300438492666
203,A_PuertoRico_8_1934_HA_134_1538,9.486618,4.7259235,1,9.178804194226759,4.919820999855275
204,A_PuertoRico_8_1934_HA_134_1664,2.6820273,1.5941086,3,3.2712777104062303,0.9207669336729571
205,A_PuertoRico_8_1934_HA_135_1447,9.145924,4.714766,1,9.178804194226759,4.919820999855275
206,A_PuertoRico_8_1934_HA_135_1455,9.165699,4.365367,1,9.178804194226759,4.919820999855275
207,A_PuertoRico_8_1934_HA_135_1498,9.184102,4.6816955,1,9.178804194226759,4.919820999855275
208,A_PuertoRico_8_1934_HA_135_1511,9.303462,4.7301826,1,9.178804194226759,4.919820999855275
209,A_PuertoRico_8_1934_HA_135_1532,9.393337,4.786285,1,9.178804194226759,4.919820999855275
210,A_PuertoRico_8_1934_HA_135_1543,9.232386,4.7990913,1,9.178804194226759,4.919820999855275
211,A_PuertoRico_8_1934_HA_135_1547,9.430245,4.716199,1,9.178804194226759,4.919820999855275
212,A_PuertoRico_8_1934_HA_135_1570,9.209353,4.5793343,1,9.178804194226759,4.919820999855275
213,A_PuertoRico_8_1934_HA_135_1581,9.36229,4.957094,1,9.178804194226759,4.919820999855275
214,A_PuertoRico_8_1934_HA_135_1591,9.293834,4.918215,1,9.178804194226759,4.919820999855275
215,A_PuertoRico_8_1934_HA_135_1647,9.199689,4.6395607,1,9.178804194226759,4.919820999855275
216,A_PuertoRico_8_1934_HA_1365_1485,3.3339798,4.6302204,-1,,
217,A_PuertoRico_8_1934_HA_136_1485,3.2938454,4.703405,-1,,
218,A_PuertoRico_8_1934_HA_136_1500,3.0808556,4.7903934,9,3.126145773457114,5.004300438492666
219,A_PuertoRico_8_1934_HA_136_1529,3.1088936,4.804705,9,3.126145773457114,5.004300438492666
220,A_PuertoRico_8_1934_HA_136_1581,9.241554,5.327405,1,9.178804194226759,4.919820999855275
221,A_PuertoRico_8_1934_HA_136_1632,3.2525258,4.7888002,9,3.126145773457114,5.004300438492666
222,A_PuertoRico_8_1934_HA_1373_1407,3.2378888,5.0733523,9,3.126145773457114,5.004300438492666
223,A_PuertoRico_8_1934_HA_1379_1467,2.9406807,4.714564,9,3.126145773457114,5.004300438492666
224,A_PuertoRico_8_1934_HA_137_1538,9.414059,4.679555,1,9.178804194226759,4.919820999855275
225,A_PuertoRico_8_1934_HA_137_1553,9.093178,4.89108,1,9.178804194226759,4.919820999855275
226,A_PuertoRico_8_1934_HA_138_1456,2.3580968,3.0431485,-1,,
227,A_PuertoRico_8_1934_HA_138_1465,2.457668,3.0328627,-1,,
228,A_PuertoRico_8_1934_HA_138_1617,2.4321756,3.2723925,-1,,
229,A_PuertoRico_8_1934_HA_139_1449,2.9214094,4.9746513,9,3.126145773457114,5.004300438492666
230,A_PuertoRico_8_1934_HA_139_1500,2.9232447,4.8647327,9,3.126145773457114,5.004300438492666
231,A_PuertoRico_8_1934_HA_139_1504,2.915153,4.8424425,9,3.126145773457114,5.004300438492666
232,A_PuertoRico_8_1934_HA_139_1505,2.5272615,4.729173,-1,,
233,A_PuertoRico_8_1934_HA_139_1529,3.0333757,4.8297772,9,3.126145773457114,5.004300438492666
234,A_PuertoRico_8_1934_HA_139_1530,2.7933228,4.902325,9,3.126145773457114,5.004300438492666
235,A_PuertoRico_8_1934_HA_139_1533,2.8494737,4.9991493,9,3.126145773457114,5.004300438492666
236,A_PuertoRico_8_1934_HA_139_1584,3.094916,4.66254,9,3.126145773457114,5.004300438492666
237,A_PuertoRico_8_1934_HA_139_1664,2.8869078,4.9384146,9,3.126145773457114,5.004300438492666
238,A_PuertoRico_8_1934_HA_140_1418,9.46626,4.8515286,1,9.178804194226759,4.919820999855275
239,A_PuertoRico_8_1934_HA_140_1447,9.225528,4.891655,1,9.178804194226759,4.919820999855275
240,A_PuertoRico_8_1934_HA_140_1468,9.415109,4.9741435,1,9.178804194226759,4.919820999855275
241,A_PuertoRico_8_1934_HA_140_1483,9.52779,4.770039,1,9.178804194226759,4.919820999855275
242,A_PuertoRico_8_1934_HA_140_1511,9.401964,4.9082,1,9.178804194226759,4.919820999855275
243,A_PuertoRico_8_1934_HA_140_1521,9.430612,5.0296392,1,9.178804194226759,4.919820999855275
244,A_PuertoRico_8_1934_HA_140_1532,9.436264,4.8401318,1,9.178804194226759,4.919820999855275
245,A_PuertoRico_8_1934_HA_140_1535,9.41685,4.7019114,1,9.178804194226759,4.919820999855275
246,A_PuertoRico_8_1934_HA_140_1538,9.513099,4.769533,1,9.178804194226759,4.919820999855275
247,A_PuertoRico_8_1934_HA_140_1543,9.3958645,4.8991203,1,9.178804194226759,4.919820999855275
248,A_PuertoRico_8_1934_HA_140_1545,9.441955,4.8511124,1,9.178804194226759,4.919820999855275
249,A_PuertoRico_8_1934_HA_140_1547,9.423387,4.8336177,1,9.178804194226759,4.919820999855275
250,A_PuertoRico_8_1934_HA_140_1551,9.377395,4.905611,1,9.178804194226759,4.919820999855275
251,A_PuertoRico_8_1934_HA_140_1581,9.376044,5.0774984,1,9.178804194226759,4.919820999855275
252,A_PuertoRico_8_1934_HA_140_1593,9.391622,4.7184577,1,9.178804194226759,4.919820999855275
253,A_PuertoRico_8_1934_HA_140_1598,9.518561,4.937841,1,9.178804194226759,4.919820999855275
254,A_PuertoRico_8_1934_HA_140_1602,9.415955,4.9109173,1,9.178804194226759,4.919820999855275
255,A_PuertoRico_8_1934_HA_140_1616,9.41426,4.866704,1,9.178804194226759,4.919820999855275
256,A_PuertoRico_8_1934_HA_140_1635,9.467708,4.8775883,1,9.178804194226759,4.919820999855275
257,A_PuertoRico_8_1934_HA_1417_1447,9.17339,5.0942674,1,9.178804194226759,4.919820999855275
258,A_PuertoRico_8_1934_HA_1417_1681,9.239587,5.757493,-1,,
259,A_PuertoRico_8_1934_HA_141_1419,5.3842616,7.099695,-1,,
260,A_PuertoRico_8_1934_HA_141_1424,5.563405,7.1965094,0,7.074709872433075,8.314571351389173
261,A_PuertoRico_8_1934_HA_141_1485,3.379925,4.71614,-1,,
262,A_PuertoRico_8_1934_HA_141_1512,5.5287414,7.226764,0,7.074709872433075,8.314571351389173
263,A_PuertoRico_8_1934_HA_141_1528,5.478159,7.1098876,-1,,
264,A_PuertoRico_8_1934_HA_141_1543,5.522412,7.113466,0,7.074709872433075,8.314571351389173
265,A_PuertoRico_8_1934_HA_1429_1455,8.86845,3.8956828,-1,,
266,A_PuertoRico_8_1934_HA_142_1447,9.150706,4.9722977,1,9.178804194226759,4.919820999855275
267,A_PuertoRico_8_1934_HA_142_1537,3.3979359,5.0343065,9,3.126145773457114,5.004300438492666
268,A_PuertoRico_8_1934_HA_142_1546,3.5399163,5.184558,9,3.126145773457114,5.004300438492666
269,A_PuertoRico_8_1934_HA_142_1652,3.6495028,5.1362147,9,3.126145773457114,5.004300438492666
270,A_PuertoRico_8_1934_HA_142_1655,3.499277,5.2321463,9,3.126145773457114,5.004300438492666
271,A_PuertoRico_8_1934_HA_1435_1476,3.0720508,4.9389324,9,3.126145773457114,5.004300438492666
272,A_PuertoRico_8_1934_HA_1438_1467,2.9703026,4.8135185,9,3.126145773457114,5.004300438492666
273,A_PuertoRico_8_1934_HA_1439_1507,7.9705653,3.3754508,-1,,
