Segment,Start,End,NGS_read_count,ACC_num,Cells,Context,Compartment,Resolution
PB2,235,2074,10,ERR3474616,human,in vivo,extracellular,bulk
PB2,238,2143,29,ERR3474616,human,in vivo,extracellular,bulk
PB2,238,2205,20,ERR3474616,human,in vivo,extracellular,bulk
PB2,238,2264,57,ERR3474616,human,in vivo,extracellular,bulk
PB2,239,2143,56,ERR3474616,human,in vivo,extracellular,bulk
PB2,239,2194,5,ERR3474616,human,in vivo,extracellular,bulk
PB2,241,2144,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,241,2151,52,ERR3474616,human,in vivo,extracellular,bulk
PB2,243,1960,296,ERR3474616,human,in vivo,extracellular,bulk
PB2,243,2121,60,ERR3474616,human,in vivo,extracellular,bulk
PB2,243,2125,16,ERR3474616,human,in vivo,extracellular,bulk
PB2,243,2142,13,ERR3474616,human,in vivo,extracellular,bulk
PB2,243,2148,330,ERR3474616,human,in vivo,extracellular,bulk
PB2,243,2149,72,ERR3474616,human,in vivo,extracellular,bulk
PB2,243,2175,2,ERR3474616,human,in vivo,extracellular,bulk
PB2,244,1828,37,ERR3474616,human,in vivo,extracellular,bulk
PB2,244,1964,13,ERR3474616,human,in vivo,extracellular,bulk
PB2,244,2078,12,ERR3474616,human,in vivo,extracellular,bulk
PB2,244,2083,10,ERR3474616,human,in vivo,extracellular,bulk
PB2,244,2125,75,ERR3474616,human,in vivo,extracellular,bulk
PB2,244,2144,980,ERR3474616,human,in vivo,extracellular,bulk
PB2,244,2151,18,ERR3474616,human,in vivo,extracellular,bulk
PB2,244,2206,41,ERR3474616,human,in vivo,extracellular,bulk
PB2,245,2139,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,245,2145,5,ERR3474616,human,in vivo,extracellular,bulk
PB2,245,2212,36,ERR3474616,human,in vivo,extracellular,bulk
PB2,246,1830,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,250,2207,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,260,2148,10,ERR3474616,human,in vivo,extracellular,bulk
PB2,270,1836,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,277,2153,16,ERR3474616,human,in vivo,extracellular,bulk
PB2,347,2062,4,ERR3474616,human,in vivo,extracellular,bulk
PB2,354,2144,13,ERR3474616,human,in vivo,extracellular,bulk
PB2,355,1933,3,ERR3474616,human,in vivo,extracellular,bulk
PB2,364,2144,35,ERR3474616,human,in vivo,extracellular,bulk
PB2,366,2076,13,ERR3474616,human,in vivo,extracellular,bulk
PB2,367,1693,5,ERR3474616,human,in vivo,extracellular,bulk
PB2,379,2068,17,ERR3474616,human,in vivo,extracellular,bulk
PB2,391,2058,28,ERR3474616,human,in vivo,extracellular,bulk
PB2,392,1751,4,ERR3474616,human,in vivo,extracellular,bulk
PB2,393,2067,65,ERR3474616,human,in vivo,extracellular,bulk
PB2,395,1937,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,397,2057,84,ERR3474616,human,in vivo,extracellular,bulk
PB2,397,2143,51,ERR3474616,human,in vivo,extracellular,bulk
PB2,399,1862,20,ERR3474616,human,in vivo,extracellular,bulk
PB2,404,2143,312,ERR3474616,human,in vivo,extracellular,bulk
PB2,410,2010,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,427,1791,6,ERR3474616,human,in vivo,extracellular,bulk
PB2,429,1829,10,ERR3474616,human,in vivo,extracellular,bulk
PB2,429,1981,39,ERR3474616,human,in vivo,extracellular,bulk
PB2,42,66,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,432,1827,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,442,1752,7,ERR3474616,human,in vivo,extracellular,bulk
PB2,443,2020,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,445,1932,4,ERR3474616,human,in vivo,extracellular,bulk
PB2,451,1949,2,ERR3474616,human,in vivo,extracellular,bulk
PB2,453,2243,16,ERR3474616,human,in vivo,extracellular,bulk
PB2,455,2253,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,463,2035,9,ERR3474616,human,in vivo,extracellular,bulk
PB2,466,1958,2,ERR3474616,human,in vivo,extracellular,bulk
PB2,469,1877,5,ERR3474616,human,in vivo,extracellular,bulk
PB2,490,1965,7,ERR3474616,human,in vivo,extracellular,bulk
PB2,49,72,10,ERR3474616,human,in vivo,extracellular,bulk
PB2,504,2077,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,508,2081,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,513,1753,20,ERR3474616,human,in vivo,extracellular,bulk
PB2,514,1754,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,522,544,6,ERR3474616,human,in vivo,extracellular,bulk
PB2,526,1917,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,530,2304,19,ERR3474616,human,in vivo,extracellular,bulk
PB2,557,2030,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,558,1889,4,ERR3474616,human,in vivo,extracellular,bulk
PB2,559,2032,10,ERR3474616,human,in vivo,extracellular,bulk
PB2,563,1877,9,ERR3474616,human,in vivo,extracellular,bulk
PB2,568,1969,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,569,1970,40,ERR3474616,human,in vivo,extracellular,bulk
PB2,583,2002,35,ERR3474616,human,in vivo,extracellular,bulk
PB2,584,2029,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,586,1710,21,ERR3474616,human,in vivo,extracellular,bulk
PB2,587,1764,5,ERR3474616,human,in vivo,extracellular,bulk
PB2,587,1862,39,ERR3474616,human,in vivo,extracellular,bulk
PB2,587,2032,142,ERR3474616,human,in vivo,extracellular,bulk
PB2,589,2034,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,592,1605,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,597,1932,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,600,1758,22,ERR3474616,human,in vivo,extracellular,bulk
PB2,600,1762,4,ERR3474616,human,in vivo,extracellular,bulk
PB2,605,1829,29,ERR3474616,human,in vivo,extracellular,bulk
PB2,607,1836,13,ERR3474616,human,in vivo,extracellular,bulk
PB2,607,1955,24,ERR3474616,human,in vivo,extracellular,bulk
PB2,609,1837,6,ERR3474616,human,in vivo,extracellular,bulk
PB2,614,1648,4,ERR3474616,human,in vivo,extracellular,bulk
PB2,620,1740,22,ERR3474616,human,in vivo,extracellular,bulk
PB2,620,2060,2,ERR3474616,human,in vivo,extracellular,bulk
PB2,621,2069,50,ERR3474616,human,in vivo,extracellular,bulk
PB2,622,1767,10,ERR3474616,human,in vivo,extracellular,bulk
PB2,622,2199,52,ERR3474616,human,in vivo,extracellular,bulk
PB2,623,1382,6,ERR3474616,human,in vivo,extracellular,bulk
PB2,634,1636,12,ERR3474616,human,in vivo,extracellular,bulk
PB2,637,1827,26,ERR3474616,human,in vivo,extracellular,bulk
PB2,638,1740,44,ERR3474616,human,in vivo,extracellular,bulk
PB2,707,1687,8,ERR3474616,human,in vivo,extracellular,bulk
PB2,730,1768,38,ERR3474616,human,in vivo,extracellular,bulk
PB2,733,1575,10,ERR3474616,human,in vivo,extracellular,bulk
PB2,743,1698,2,ERR3474616,human,in vivo,extracellular,bulk
PB2,786,1661,12,ERR3474616,human,in vivo,extracellular,bulk
PB2,841,1584,1,ERR3474616,human,in vivo,extracellular,bulk
PB2,860,1473,12,ERR3474616,human,in vivo,extracellular,bulk
PB2,928,1684,4,ERR3474616,human,in vivo,extracellular,bulk
PB2,973,1860,8,ERR3474616,human,in vivo,extracellular,bulk
PB2,975,1535,6,ERR3474616,human,in vivo,extracellular,bulk
PA,1015,1167,15,ERR3474616,human,in vivo,extracellular,bulk
PA,1235,1269,19,ERR3474616,human,in vivo,extracellular,bulk
PA,1263,1305,2,ERR3474616,human,in vivo,extracellular,bulk
PA,160,2048,19,ERR3474616,human,in vivo,extracellular,bulk
PA,164,2053,1,ERR3474616,human,in vivo,extracellular,bulk
PA,165,2036,1,ERR3474616,human,in vivo,extracellular,bulk
PA,166,2045,29,ERR3474616,human,in vivo,extracellular,bulk
PA,166,2124,1,ERR3474616,human,in vivo,extracellular,bulk
PA,168,2047,7361,ERR3474616,human,in vivo,extracellular,bulk
PA,168,2048,1,ERR3474616,human,in vivo,extracellular,bulk
PA,169,2048,42,ERR3474616,human,in vivo,extracellular,bulk
PA,169,2127,86,ERR3474616,human,in vivo,extracellular,bulk
PA,170,2132,11,ERR3474616,human,in vivo,extracellular,bulk
PA,184,1982,1,ERR3474616,human,in vivo,extracellular,bulk
PA,199,2000,83,ERR3474616,human,in vivo,extracellular,bulk
PA,201,1274,1,ERR3474616,human,in vivo,extracellular,bulk
PA,2117,2141,1,ERR3474616,human,in vivo,extracellular,bulk
PA,211,2045,100,ERR3474616,human,in vivo,extracellular,bulk
PA,211,2067,41,ERR3474616,human,in vivo,extracellular,bulk
PA,211,2181,156,ERR3474616,human,in vivo,extracellular,bulk
PA,212,2046,2,ERR3474616,human,in vivo,extracellular,bulk
PA,221,2034,1,ERR3474616,human,in vivo,extracellular,bulk
PA,227,2005,50,ERR3474616,human,in vivo,extracellular,bulk
PA,227,2045,85,ERR3474616,human,in vivo,extracellular,bulk
PA,231,1274,1,ERR3474616,human,in vivo,extracellular,bulk
PA,242,2108,24,ERR3474616,human,in vivo,extracellular,bulk
PA,259,2121,3,ERR3474616,human,in vivo,extracellular,bulk
PA,260,1856,41,ERR3474616,human,in vivo,extracellular,bulk
PA,264,2037,1,ERR3474616,human,in vivo,extracellular,bulk
PA,266,1961,3,ERR3474616,human,in vivo,extracellular,bulk
PA,266,2039,61,ERR3474616,human,in vivo,extracellular,bulk
PA,274,2057,16,ERR3474616,human,in vivo,extracellular,bulk
PA,278,2076,1,ERR3474616,human,in vivo,extracellular,bulk
PA,283,1706,17,ERR3474616,human,in vivo,extracellular,bulk
PA,285,1936,27,ERR3474616,human,in vivo,extracellular,bulk
PA,285,1942,70,ERR3474616,human,in vivo,extracellular,bulk
PA,306,1944,97,ERR3474616,human,in vivo,extracellular,bulk
PA,306,2035,74,ERR3474616,human,in vivo,extracellular,bulk
PA,307,2036,1,ERR3474616,human,in vivo,extracellular,bulk
PA,314,2023,24,ERR3474616,human,in vivo,extracellular,bulk
PA,317,1903,1,ERR3474616,human,in vivo,extracellular,bulk
PA,318,1903,32,ERR3474616,human,in vivo,extracellular,bulk
PA,319,2005,107,ERR3474616,human,in vivo,extracellular,bulk
PA,320,1906,127,ERR3474616,human,in vivo,extracellular,bulk
PA,361,1860,5,ERR3474616,human,in vivo,extracellular,bulk
PA,361,2060,3,ERR3474616,human,in vivo,extracellular,bulk
PA,364,2063,164,ERR3474616,human,in vivo,extracellular,bulk
PA,365,1857,1,ERR3474616,human,in vivo,extracellular,bulk
PA,367,1850,8,ERR3474616,human,in vivo,extracellular,bulk
PA,367,1857,100,ERR3474616,human,in vivo,extracellular,bulk
PA,369,1861,163,ERR3474616,human,in vivo,extracellular,bulk
PA,370,1721,1,ERR3474616,human,in vivo,extracellular,bulk
PA,379,1822,7,ERR3474616,human,in vivo,extracellular,bulk
PA,37,73,16,ERR3474616,human,in vivo,extracellular,bulk
PA,380,2047,19,ERR3474616,human,in vivo,extracellular,bulk
PA,381,2048,2,ERR3474616,human,in vivo,extracellular,bulk
PA,397,1834,1,ERR3474616,human,in vivo,extracellular,bulk
PA,397,2134,47,ERR3474616,human,in vivo,extracellular,bulk
PA,399,1946,50,ERR3474616,human,in vivo,extracellular,bulk
PA,401,1828,20,ERR3474616,human,in vivo,extracellular,bulk
PA,413,1869,184,ERR3474616,human,in vivo,extracellular,bulk
PA,414,1854,1,ERR3474616,human,in vivo,extracellular,bulk
PA,416,1855,2,ERR3474616,human,in vivo,extracellular,bulk
PA,416,1856,6,ERR3474616,human,in vivo,extracellular,bulk
PA,416,1860,33,ERR3474616,human,in vivo,extracellular,bulk
PA,416,1904,16,ERR3474616,human,in vivo,extracellular,bulk
PA,418,1857,168,ERR3474616,human,in vivo,extracellular,bulk
PA,419,1858,1,ERR3474616,human,in vivo,extracellular,bulk
PA,421,1879,1,ERR3474616,human,in vivo,extracellular,bulk
PA,421,1897,11,ERR3474616,human,in vivo,extracellular,bulk
PA,421,2178,32,ERR3474616,human,in vivo,extracellular,bulk
PA,425,2245,10,ERR3474616,human,in vivo,extracellular,bulk
PA,42,72,1,ERR3474616,human,in vivo,extracellular,bulk
PA,431,1828,22,ERR3474616,human,in vivo,extracellular,bulk
PA,432,1837,5,ERR3474616,human,in vivo,extracellular,bulk
PA,433,1830,1,ERR3474616,human,in vivo,extracellular,bulk
PA,437,1832,12,ERR3474616,human,in vivo,extracellular,bulk
PA,451,1851,1,ERR3474616,human,in vivo,extracellular,bulk
PA,452,1852,105,ERR3474616,human,in vivo,extracellular,bulk
PA,455,1863,33,ERR3474616,human,in vivo,extracellular,bulk
PA,45,1857,11,ERR3474616,human,in vivo,extracellular,bulk
PA,463,1887,11,ERR3474616,human,in vivo,extracellular,bulk
PA,475,1838,11,ERR3474616,human,in vivo,extracellular,bulk
PA,477,1948,29,ERR3474616,human,in vivo,extracellular,bulk
PA,478,1857,22,ERR3474616,human,in vivo,extracellular,bulk
PA,481,1815,13,ERR3474616,human,in vivo,extracellular,bulk
PA,486,1837,18,ERR3474616,human,in vivo,extracellular,bulk
PA,487,1825,1,ERR3474616,human,in vivo,extracellular,bulk
PA,488,1824,3,ERR3474616,human,in vivo,extracellular,bulk
PA,490,1824,10,ERR3474616,human,in vivo,extracellular,bulk
PA,497,1828,28,ERR3474616,human,in vivo,extracellular,bulk
PA,501,1823,171,ERR3474616,human,in vivo,extracellular,bulk
PA,504,1742,1,ERR3474616,human,in vivo,extracellular,bulk
PA,506,1885,25,ERR3474616,human,in vivo,extracellular,bulk
PA,514,1811,71,ERR3474616,human,in vivo,extracellular,bulk
PA,514,1904,20,ERR3474616,human,in vivo,extracellular,bulk
PA,514,1928,45,ERR3474616,human,in vivo,extracellular,bulk
PA,514,2060,2,ERR3474616,human,in vivo,extracellular,bulk
PA,515,1731,11,ERR3474616,human,in vivo,extracellular,bulk
PA,515,1757,1,ERR3474616,human,in vivo,extracellular,bulk
PA,515,1811,2,ERR3474616,human,in vivo,extracellular,bulk
PA,516,1758,53,ERR3474616,human,in vivo,extracellular,bulk
PA,517,2063,444,ERR3474616,human,in vivo,extracellular,bulk
PA,519,1782,7,ERR3474616,human,in vivo,extracellular,bulk
PA,51,1537,6,ERR3474616,human,in vivo,extracellular,bulk
PA,526,1795,1,ERR3474616,human,in vivo,extracellular,bulk
PA,527,1738,11,ERR3474616,human,in vivo,extracellular,bulk
PA,530,1779,10,ERR3474616,human,in vivo,extracellular,bulk
PA,530,1780,2,ERR3474616,human,in vivo,extracellular,bulk
PA,531,1719,33,ERR3474616,human,in vivo,extracellular,bulk
PA,532,1860,5,ERR3474616,human,in vivo,extracellular,bulk
PA,534,1784,2,ERR3474616,human,in vivo,extracellular,bulk
PA,538,1860,2,ERR3474616,human,in vivo,extracellular,bulk
PA,562,1638,16,ERR3474616,human,in vivo,extracellular,bulk
PA,563,1639,1,ERR3474616,human,in vivo,extracellular,bulk
PA,579,1723,3,ERR3474616,human,in vivo,extracellular,bulk
PA,602,1857,7,ERR3474616,human,in vivo,extracellular,bulk
PA,602,1961,18,ERR3474616,human,in vivo,extracellular,bulk
PA,621,1635,6,ERR3474616,human,in vivo,extracellular,bulk
PA,621,1721,38,ERR3474616,human,in vivo,extracellular,bulk
PA,63,1204,8,ERR3474616,human,in vivo,extracellular,bulk
PA,63,90,2,ERR3474616,human,in vivo,extracellular,bulk
PA,648,1637,29,ERR3474616,human,in vivo,extracellular,bulk
PA,650,1639,9,ERR3474616,human,in vivo,extracellular,bulk
PA,651,1582,10,ERR3474616,human,in vivo,extracellular,bulk
PA,652,1643,16,ERR3474616,human,in vivo,extracellular,bulk
PA,652,1686,21,ERR3474616,human,in vivo,extracellular,bulk
PA,652,1837,22,ERR3474616,human,in vivo,extracellular,bulk
PA,654,1638,19,ERR3474616,human,in vivo,extracellular,bulk
PA,67,92,17,ERR3474616,human,in vivo,extracellular,bulk
PA,693,1621,6,ERR3474616,human,in vivo,extracellular,bulk
PA,69,1868,15,ERR3474616,human,in vivo,extracellular,bulk
PA,708,1732,16,ERR3474616,human,in vivo,extracellular,bulk
PA,711,1727,9,ERR3474616,human,in vivo,extracellular,bulk
PA,719,1570,2,ERR3474616,human,in vivo,extracellular,bulk
PA,71,1902,3,ERR3474616,human,in vivo,extracellular,bulk
PA,721,1572,15,ERR3474616,human,in vivo,extracellular,bulk
PA,764,1848,1,ERR3474616,human,in vivo,extracellular,bulk
PA,766,1856,29,ERR3474616,human,in vivo,extracellular,bulk
PA,775,1675,13,ERR3474616,human,in vivo,extracellular,bulk
PA,778,1491,2,ERR3474616,human,in vivo,extracellular,bulk
PA,778,1730,25,ERR3474616,human,in vivo,extracellular,bulk
PA,799,1472,9,ERR3474616,human,in vivo,extracellular,bulk
PA,799,1533,13,ERR3474616,human,in vivo,extracellular,bulk
PA,823,1491,2,ERR3474616,human,in vivo,extracellular,bulk
PA,824,1534,24,ERR3474616,human,in vivo,extracellular,bulk
PA,839,1371,10,ERR3474616,human,in vivo,extracellular,bulk
PA,850,1887,1,ERR3474616,human,in vivo,extracellular,bulk
PA,865,1902,11,ERR3474616,human,in vivo,extracellular,bulk
PA,91,2066,38,ERR3474616,human,in vivo,extracellular,bulk
M,141,1059,8,ERR3474616,human,in vivo,extracellular,bulk
M,306,866,1,ERR3474616,human,in vivo,extracellular,bulk
NS,179,855,1,ERR3474616,human,in vivo,extracellular,bulk
PB1,256,2162,1,ERR3474621,human,in vivo,extracellular,bulk
PB1,366,2075,3,ERR3474621,human,in vivo,extracellular,bulk
PB1,367,2004,21,ERR3474621,human,in vivo,extracellular,bulk
PB1,632,1934,4,ERR3474621,human,in vivo,extracellular,bulk
PB1,637,1748,56,ERR3474621,human,in vivo,extracellular,bulk
PB1,643,1738,2,ERR3474621,human,in vivo,extracellular,bulk
PB1,686,1571,8,ERR3474621,human,in vivo,extracellular,bulk
PB1,718,2120,29,ERR3474621,human,in vivo,extracellular,bulk
PB1,757,1933,8,ERR3474621,human,in vivo,extracellular,bulk
PB1,777,1496,1,ERR3474621,human,in vivo,extracellular,bulk
PB1,833,1418,20,ERR3474621,human,in vivo,extracellular,bulk
PB1,874,1600,33,ERR3474621,human,in vivo,extracellular,bulk
PB1,887,1583,6,ERR3474621,human,in vivo,extracellular,bulk
PB1,887,1585,9,ERR3474621,human,in vivo,extracellular,bulk
PB2,153,2211,9,ERR3474621,human,in vivo,extracellular,bulk
PB2,154,2212,1,ERR3474621,human,in vivo,extracellular,bulk
PB2,164,2086,73,ERR3474621,human,in vivo,extracellular,bulk
PB2,166,277,78,ERR3474621,human,in vivo,extracellular,bulk
PB2,231,2022,1,ERR3474621,human,in vivo,extracellular,bulk
PB2,242,2029,10,ERR3474621,human,in vivo,extracellular,bulk
PB2,243,2030,4296,ERR3474621,human,in vivo,extracellular,bulk
PB2,243,2032,26,ERR3474621,human,in vivo,extracellular,bulk
PB2,244,2031,7,ERR3474621,human,in vivo,extracellular,bulk
PB2,244,2032,1,ERR3474621,human,in vivo,extracellular,bulk
PB2,244,2055,9,ERR3474621,human,in vivo,extracellular,bulk
PB2,244,2144,72,ERR3474621,human,in vivo,extracellular,bulk
PB2,244,2206,31,ERR3474621,human,in vivo,extracellular,bulk
PB2,259,2070,1,ERR3474621,human,in vivo,extracellular,bulk
PB2,261,2072,170,ERR3474621,human,in vivo,extracellular,bulk
PB2,278,2070,212,ERR3474621,human,in vivo,extracellular,bulk
PB2,329,2190,79,ERR3474621,human,in vivo,extracellular,bulk
PB2,34,65,1,ERR3474621,human,in vivo,extracellular,bulk
PB2,358,1954,2,ERR3474621,human,in vivo,extracellular,bulk
PB2,35,66,50,ERR3474621,human,in vivo,extracellular,bulk
PB2,365,2145,77,ERR3474621,human,in vivo,extracellular,bulk
PB2,366,2146,1,ERR3474621,human,in vivo,extracellular,bulk
PB2,391,1953,17,ERR3474621,human,in vivo,extracellular,bulk
PB2,392,2034,1,ERR3474621,human,in vivo,extracellular,bulk
PB2,393,2035,407,ERR3474621,human,in vivo,extracellular,bulk
PB2,406,1873,12,ERR3474621,human,in vivo,extracellular,bulk
PB2,407,1948,5,ERR3474621,human,in vivo,extracellular,bulk
PB2,418,1938,8,ERR3474621,human,in vivo,extracellular,bulk
PB2,445,1912,10,ERR3474621,human,in vivo,extracellular,bulk
PB2,452,1916,17,ERR3474621,human,in vivo,extracellular,bulk
PB2,453,1833,22,ERR3474621,human,in vivo,extracellular,bulk
PB2,476,1879,1,ERR3474621,human,in vivo,extracellular,bulk
PB2,477,1880,4,ERR3474621,human,in vivo,extracellular,bulk
PB2,498,1949,21,ERR3474621,human,in vivo,extracellular,bulk
PB2,501,2036,9,ERR3474621,human,in vivo,extracellular,bulk
PB2,517,1888,18,ERR3474621,human,in vivo,extracellular,bulk
PB2,519,1909,27,ERR3474621,human,in vivo,extracellular,bulk
PB2,536,1860,110,ERR3474621,human,in vivo,extracellular,bulk
PB2,585,1769,17,ERR3474621,human,in vivo,extracellular,bulk
PB2,598,1758,3,ERR3474621,human,in vivo,extracellular,bulk
PB2,607,1979,2,ERR3474621,human,in vivo,extracellular,bulk
PB2,611,1829,62,ERR3474621,human,in vivo,extracellular,bulk
PB2,612,1830,1,ERR3474621,human,in vivo,extracellular,bulk
PB2,615,1829,32,ERR3474621,human,in vivo,extracellular,bulk
PB2,637,2087,4,ERR3474621,human,in vivo,extracellular,bulk
PB2,638,1950,1,ERR3474621,human,in vivo,extracellular,bulk
PB2,643,1622,1,ERR3474621,human,in vivo,extracellular,bulk
PB2,709,1760,24,ERR3474621,human,in vivo,extracellular,bulk
PB2,738,1750,4,ERR3474621,human,in vivo,extracellular,bulk
PB2,741,1753,62,ERR3474621,human,in vivo,extracellular,bulk
PB2,747,1618,1,ERR3474621,human,in vivo,extracellular,bulk
PB2,781,1960,7,ERR3474621,human,in vivo,extracellular,bulk
PB2,787,1619,12,ERR3474621,human,in vivo,extracellular,bulk
PB2,842,1515,64,ERR3474621,human,in vivo,extracellular,bulk
PB2,842,1524,52,ERR3474621,human,in vivo,extracellular,bulk
PB2,845,1503,37,ERR3474621,human,in vivo,extracellular,bulk
PB2,916,1495,1,ERR3474621,human,in vivo,extracellular,bulk
PB2,918,1497,22,ERR3474621,human,in vivo,extracellular,bulk
PA,1214,1267,1,ERR3474621,human,in vivo,extracellular,bulk
PA,1631,2063,1,ERR3474621,human,in vivo,extracellular,bulk
PA,1971,1993,1,ERR3474621,human,in vivo,extracellular,bulk
PA,2074,2120,16,ERR3474621,human,in vivo,extracellular,bulk
PA,2088,2114,1,ERR3474621,human,in vivo,extracellular,bulk
PA,231,1274,1,ERR3474621,human,in vivo,extracellular,bulk
PA,270,1792,1,ERR3474621,human,in vivo,extracellular,bulk
PA,329,1859,1,ERR3474621,human,in vivo,extracellular,bulk
PA,332,1857,2,ERR3474621,human,in vivo,extracellular,bulk
PA,367,1945,34,ERR3474621,human,in vivo,extracellular,bulk
PA,379,2042,13,ERR3474621,human,in vivo,extracellular,bulk
PA,398,1861,1,ERR3474621,human,in vivo,extracellular,bulk
PA,399,1922,20,ERR3474621,human,in vivo,extracellular,bulk
PA,400,1871,17,ERR3474621,human,in vivo,extracellular,bulk
PA,42,88,28,ERR3474621,human,in vivo,extracellular,bulk
PA,450,1735,75,ERR3474621,human,in vivo,extracellular,bulk
