Segment,Start,End,NGS_read_count,ACC_num,Cells,Context,Compartment,Resolution
PB2,1141,1204,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1143,1206,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1228,1639,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1385,1611,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1420,1477,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1453,1634,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1497,2148,3,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1510,1594,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1517,1642,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1546,1641,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1560,1923,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1591,1625,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1609,1665,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1614,1673,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1717,1772,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1732,1793,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1760,1803,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1784,1831,21,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1816,1937,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1819,1967,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1851,1952,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1871,1962,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,192,2011,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,195,2012,434,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,196,2071,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1982,2124,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1990,2147,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,1997,2070,20,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,199,2117,17,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,2026,2078,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,2030,2100,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,2045,2082,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,2045,2214,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,2061,2131,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,213,2047,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,2186,2217,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,252,2004,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,258,2001,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,293,2014,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,295,1982,190,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,305,2057,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,351,1773,10,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,361,1829,190,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,365,2026,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,396,1064,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,412,523,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,413,1752,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,422,444,4,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,434,1594,3,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,440,1772,3,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,443,1779,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,449,1151,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,454,1828,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,469,515,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,492,583,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,496,1752,45,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,498,1830,4,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,500,1745,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,510,555,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,516,1883,13,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,520,1790,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,535,1691,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,627,736,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,633,1534,18,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,633,1738,149,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,655,1051,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,671,1956,4,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,713,743,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,720,785,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,811,1521,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,877,1448,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,878,2221,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,927,1366,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,945,1139,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB2,961,1001,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1002,1115,4,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1081,1484,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1085,1399,14,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1087,1401,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1090,1404,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1091,1493,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1097,1298,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1139,1164,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1148,1462,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1161,1481,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1170,1352,4,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1177,1405,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1185,1572,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1188,1272,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1191,1364,3,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1192,1376,3,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1193,1341,4,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1222,1341,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1272,1303,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,128,1004,14,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,128,2080,32,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1323,1420,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,137,1995,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1412,1605,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1475,1508,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1483,2144,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1485,1949,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1497,2116,3,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1512,1844,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1513,1846,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1537,1869,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1544,1827,3,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1545,1858,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1547,1831,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1548,1604,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1548,1808,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1555,1813,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1586,1855,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1596,1626,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1614,1640,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1614,1646,5,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1629,1695,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1634,1860,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1637,1946,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,172,2073,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1803,1851,5,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1818,1928,30,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1849,2078,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1887,1945,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1888,1945,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,192,2110,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,1983,2063,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,2079,2128,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,213,1982,5,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,2259,2281,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,255,1797,18,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,300,547,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,301,539,15,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,320,1913,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,322,1852,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,323,1960,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,328,1928,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,328,1969,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,333,1988,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,348,1911,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,348,2084,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,351,1872,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,373,668,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,374,1876,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,387,1929,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,392,2058,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,393,1926,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,394,1885,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,401,1853,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,402,1813,29,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,406,1831,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,412,437,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,417,1774,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,434,686,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,449,1772,3,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,461,1908,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,464,1761,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,464,705,7,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,478,1872,3,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,499,538,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,509,1624,8,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,520,1642,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,521,1752,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,522,568,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,526,1821,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,534,1701,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,543,569,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,554,584,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,561,741,16,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,563,617,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,568,1691,11,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,575,626,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,576,1834,19,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,578,1876,204,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,594,1551,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,599,1614,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,625,662,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,630,1645,32,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,646,1592,24,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,704,1229,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,713,1581,145,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,782,1544,23,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,789,1426,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,807,1457,57,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,822,1281,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,84,114,17,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,856,1545,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,881,1530,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,893,1363,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,895,1362,3,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,921,1181,34,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,924,1363,4,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,939,961,4,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,962,1415,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,975,2000,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,994,1151,33,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PB1,998,1375,37,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1021,1091,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1041,1720,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1044,1201,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1050,1647,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1115,1157,10,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1154,1208,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1199,1366,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,120,319,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1270,1491,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1285,1333,14,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,129,1959,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1331,1442,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1393,1451,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1393,1489,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1410,1489,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1426,1460,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1426,1647,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1431,1460,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1443,2075,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1463,1492,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1482,1517,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1517,1555,8,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,160,1836,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1655,1779,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1656,1708,3,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1699,1727,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,172,1840,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1752,1798,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1775,2096,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1778,2106,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1814,2171,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1823,2010,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1827,1951,4,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1848,1881,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1874,1960,133,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1903,2090,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1915,2090,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,1969,2005,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,2012,2121,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,201,1900,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,2061,2123,6,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,2097,2172,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,225,1192,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,239,1936,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,278,502,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,312,1871,338,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,352,1692,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,367,412,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,374,1774,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,380,1882,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,381,1883,205,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,386,1710,144,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,387,1711,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,413,1604,79,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,421,480,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,424,1461,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,427,1709,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,432,627,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,451,1623,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,458,1338,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,460,1444,6,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,475,1675,94,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,488,1610,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,492,1621,3,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,534,1583,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,553,1449,2,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,554,1450,120,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,555,1709,51,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,575,792,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,576,761,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,579,1056,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,581,1373,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,581,755,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,582,616,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,593,733,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,595,1408,108,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,599,2063,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,610,1395,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,655,1460,18,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,657,1480,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,674,1607,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,707,1159,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,735,1006,1,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
PA,750,777,8,180628A_rec_C-P1p_S219,MDCK,in vitro,extracellular,bulk
